股票,引擎,進場日期,進場價格,出場日期,出場價格,日曆天數,收益率%,收益金額,出場原因,投入資金,version,config,price,entry_date,stock,engine,fled_pct,r400_chg,ma20,ma20_gap,big_holder_chg,pnl,ret,price_tier,days_bucket
2474,backup_v3,20230308,187.5,20230606,188.0,90,-0.18%,NT$-146,到期,,v3,90天+6個持倉_2023年,187.5,20230308,2474,backup_v3,-5.166232073011734,0.0,187.8,-0.15974440894569295,0.0,-146.0,-0.18,100-200,42-90日
1580,backup_v3,20230607,134.5,20230609,124.5,2,-7.88%,"NT$-6,557",停損,,v3,90天+6個持倉_2023年,134.5,20230607,1580,backup_v3,-5.374177079134757,0.0,129.225,4.082027471464505,0.0,-6557.0,-7.88,100-200,<7日
8046,main,20230531,303.0,20230615,281.0,15,-7.70%,"NT$-6,404",停損,,v3,90天+6個持倉_2023年,303.0,20230531,8046,main,0.0,0.0,0.0,0.0,0.0,-6404.0,-7.7,300-500,14-30日
1476,backup_v3,20230426,488.5,20230725,549.0,90,+11.94%,"NT$+9,932",到期,,v3,90天+6個持倉_2023年,488.5,20230426,1476,backup_v3,-7.864609258337481,0.0,487.35,0.23597004206422023,0.0,9932.0,11.94,300-500,42-90日
1720,backup_v3,20230426,68.8,20230725,66.6,90,-3.64%,"NT$-3,032",到期,,v3,90天+6個持倉_2023年,68.8,20230426,1720,backup_v3,-6.327637487607161,0.0,60.48,13.756613756613758,0.0,-3032.0,-3.64,50-100,42-90日
1533,backup_v3,20230614,61.9,20230810,56.9,57,-8.52%,"NT$-7,098",停損,,v3,90天+6個持倉_2023年,61.9,20230614,1533,backup_v3,-6.6280456636565,0.0,57.675,7.325530992631125,0.0,-7098.0,-8.52,50-100,42-90日
3147,backup_v3,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-7,709",停損,,v3,90天+6個持倉_2023年,76.0,20230809,3147,backup_v3,-10.793082886106141,0.0,76.035,-0.04603143289274227,0.0,-7709.0,-9.26,50-100,14-30日
1519,backup_v3,20230607,155.0,20230905,289.0,90,+86.01%,"NT$+71,558",到期,,v3,90天+6個持倉_2023年,155.0,20230607,1519,backup_v3,-10.771416785075859,0.0,131.67,17.718538771170362,0.0,71558.0,86.01,100-200,42-90日
2330,backup_v3,20230607,568.0,20230905,552.0,90,-3.26%,"NT$-2,707",到期,,v3,90天+6個持倉_2023年,568.0,20230607,2330,backup_v3,-7.9234010338492835,0.0,537.975,5.58111436405037,0.0,-2707.0,-3.26,500+,42-90日
6213,backup_v3,20230906,94.3,20230911,87.0,5,-8.18%,"NT$-6,816",停損,,v3,90天+6個持倉_2023年,94.3,20230906,6213,backup_v3,-5.175131582462797,0.0,83.945,12.335457740187033,0.0,-6816.0,-8.18,50-100,<7日
2357,backup_v3,20230830,403.0,20230912,363.5,13,-10.24%,"NT$-8,516",停損,,v3,90天+6個持倉_2023年,403.0,20230830,2357,backup_v3,-7.837889671525211,0.0,387.9,3.892755864913643,0.0,-8516.0,-10.24,300-500,7-14日
5340,backup_v3,20230906,72.9,20230912,67.0,6,-8.54%,"NT$-7,110",停損,,v3,90天+6個持倉_2023年,72.9,20230906,5340,backup_v3,-7.741318891366678,0.0,66.74,9.229847168115091,0.0,-7110.0,-8.54,50-100,<7日
3533,backup_v3,20230906,875.0,20230921,812.0,15,-7.64%,"NT$-6,362",停損,,v3,90天+6個持倉_2023年,875.0,20230906,3533,backup_v3,-11.869009584664537,0.0,812.65,7.6724297052851815,0.0,-6362.0,-7.64,500+,14-30日
1210,backup_v3,20230809,55.4,20231020,51.2,72,-8.02%,"NT$-6,686",停損,,v3,90天+6個持倉_2023年,55.4,20230809,1210,backup_v3,-5.06505001284821,0.0,57.505,-3.660551256412493,0.0,-6686.0,-8.02,50-100,42-90日
6751,backup_v3,20230913,88.8,20231101,82.0,49,-8.10%,"NT$-6,749",停損,,v3,90天+6個持倉_2023年,88.8,20230913,6751,backup_v3,-5.5391674860701405,0.0,87.135,1.910828025477698,0.0,-6749.0,-8.1,50-100,42-90日
3362,backup_v3,20230809,134.0,20231107,141.0,90,+4.78%,"NT$+3,984",到期,,v3,90天+6個持倉_2023年,134.0,20230809,3362,backup_v3,-7.241837005574728,0.0,145.575,-7.95122788940408,0.0,3984.0,4.78,100-200,42-90日
2363,backup_v3,20231108,49.0,20231109,44.15,1,-10.34%,"NT$-8,616",停損,,v3,90天+6個持倉_2023年,49.0,20231108,2363,backup_v3,-5.254129702117369,0.0,51.73,-5.277401894451956,0.0,-8616.0,-10.34,<50,<7日
2385,backup_v3,20230913,114.0,20231212,169.0,90,+47.80%,"NT$+39,784",到期,,v3,90天+6個持倉_2023年,114.0,20230913,2385,backup_v3,-5.614692891868704,0.0,105.525,8.031272210376681,0.0,39784.0,47.8,100-200,42-90日
6732,backup_v3,20230913,377.5,20231212,438.5,90,+15.72%,"NT$+13,071",到期,,v3,90天+6個持倉_2023年,377.5,20230913,6732,backup_v3,-5.9064247715182105,0.0,335.075,12.661344475117515,0.0,13071.0,15.72,300-500,42-90日
6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-7,858",停損,,v3,90天+6個持倉_2023年,305.0,20231206,6789,main,0.0,0.0,0.0,0.0,0.0,-7858.0,-9.46,300-500,7-14日
1342,backup_v3,20221221,134.5,20221227,122.5,6,-9.36%,"NT$-7,795",停損,,v3,90天+6個持倉_全週期,134.5,20221221,1342,backup_v3,-5.785592739648326,0.0,117.07,14.888528230972927,0.0,-7795.0,-9.36,100-200,<7日
3443,main,20221207,742.0,20221228,636.0,21,-14.73%,"NT$-12,257",停損,,v3,90天+6個持倉_全週期,742.0,20221207,3443,main,0.0,0.0,0.0,0.0,0.0,-12257.0,-14.73,500+,14-30日
1477,backup_v3,20221221,240.0,20230131,218.0,41,-9.61%,"NT$-7,991",停損,,v3,90天+6個持倉_全週期,240.0,20221221,1477,backup_v3,-5.958419263140293,0.0,235.325,1.9866142568787895,0.0,-7991.0,-9.61,200-300,30-42日
6472,main,20221207,400.0,20230307,497.5,90,+23.93%,"NT$+19,940",到期,,v3,90天+6個持倉_全週期,400.0,20221207,6472,main,0.0,0.0,0.0,0.0,0.0,19940.0,23.93,300-500,42-90日
2066,backup_v3,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-6,383",停損,,v3,90天+6個持倉_全週期,90.0,20230308,2066,backup_v3,-7.217847769028872,0.0,86.385,4.184754297621109,0.0,-6383.0,-7.66,50-100,7-14日
1476,backup_v3,20221221,472.5,20230321,457.0,90,-3.72%,"NT$-3,100",到期,,v3,90天+6個持倉_全週期,472.5,20221221,1476,backup_v3,-5.712862243627003,0.0,462.05,2.2616599935071937,0.0,-3100.0,-3.72,300-500,42-90日
1513,backup_v3,20221221,65.5,20230321,98.5,90,+49.94%,"NT$+41,601",到期,,v3,90天+6個持倉_全週期,65.5,20221221,1513,backup_v3,-6.111006476102169,0.0,62.905,4.125268261664413,0.0,41601.0,49.94,50-100,42-90日
3587,backup_v3,20221228,158.5,20230328,189.5,90,+19.12%,"NT$+15,929",到期,,v3,90天+6個持倉_全週期,158.5,20221228,3587,backup_v3,-5.132616487455198,0.0,158.25,0.1579778830963665,0.0,15929.0,19.12,100-200,42-90日
6719,main,20230322,332.0,20230328,307.5,6,-7.82%,"NT$-6,502",停損,,v3,90天+6個持倉_全週期,332.0,20230322,6719,main,0.0,0.0,0.0,0.0,0.0,-6502.0,-7.82,300-500,<7日
1605,backup_v3,20230208,52.7,20230331,48.75,51,-7.94%,"NT$-6,615",停損,,v3,90天+6個持倉_全週期,52.7,20230208,1605,backup_v3,-8.094260893357959,0.0,49.73,5.97225015081441,0.0,-6615.0,-7.94,50-100,42-90日
1752,backup_v3,20230426,77.7,20230511,70.2,15,-10.10%,"NT$-8,405",停損,,v3,90天+6個持倉_全週期,77.7,20230426,1752,backup_v3,-28.363552373253263,0.0,68.305,13.754483566356775,0.0,-8405.0,-10.1,50-100,14-30日
3178,backup_v3,20230426,82.5,20230511,76.1,15,-8.20%,"NT$-6,829",停損,,v3,90天+6個持倉_全週期,82.5,20230426,3178,backup_v3,-5.6630486078338835,0.0,83.16,-0.7936507936507896,0.0,-6829.0,-8.2,50-100,14-30日
1580,backup_v3,20230607,134.5,20230609,124.5,2,-7.88%,"NT$-6,557",停損,,v3,90天+6個持倉_全週期,134.5,20230607,1580,backup_v3,-5.374177079134757,0.0,129.225,4.082027471464505,0.0,-6557.0,-7.88,100-200,<7日
8046,main,20230531,303.0,20230615,281.0,15,-7.70%,"NT$-6,404",停損,,v3,90天+6個持倉_全週期,303.0,20230531,8046,main,0.0,0.0,0.0,0.0,0.0,-6404.0,-7.7,300-500,14-30日
1720,backup_v3,20230426,68.8,20230725,66.6,90,-3.64%,"NT$-3,032",到期,,v3,90天+6個持倉_全週期,68.8,20230426,1720,backup_v3,-6.327637487607161,0.0,60.48,13.756613756613758,0.0,-3032.0,-3.64,50-100,42-90日
2201,backup_v3,20230426,79.8,20230725,79.8,90,-0.44%,NT$-368,到期,,v3,90天+6個持倉_全週期,79.8,20230426,2201,backup_v3,-8.553741593593308,0.0,77.965,2.3536202141986706,0.0,-368.0,-0.44,50-100,42-90日
2204,backup_v3,20230426,78.5,20230725,86.8,90,+10.13%,"NT$+8,442",到期,,v3,90天+6個持倉_全週期,78.5,20230426,2204,backup_v3,-7.175019316334959,0.0,68.19,15.119518991054411,0.0,8442.0,10.13,50-100,42-90日
3044,backup_v3,20230426,113.5,20230725,150.0,90,+31.72%,"NT$+26,424",到期,,v3,90天+6個持倉_全週期,113.5,20230426,3044,backup_v3,-5.176528177201249,0.0,114.1,-0.52585451358457,0.0,26424.0,31.72,100-200,42-90日
1533,backup_v3,20230614,61.9,20230810,56.9,57,-8.52%,"NT$-7,098",停損,,v3,90天+6個持倉_全週期,61.9,20230614,1533,backup_v3,-6.6280456636565,0.0,57.675,7.325530992631125,0.0,-7098.0,-8.52,50-100,42-90日
3483,backup_v3,20230809,158.0,20230811,146.5,2,-7.72%,"NT$-6,426",停損,,v3,90天+6個持倉_全週期,158.0,20230809,3483,backup_v3,-12.88524215220996,0.0,137.64,14.792211566405125,0.0,-6426.0,-7.72,100-200,<7日
3551,backup_v3,20230809,73.8,20230814,68.2,5,-8.03%,"NT$-6,689",停損,,v3,90天+6個持倉_全週期,73.8,20230809,3551,backup_v3,-6.230071130733383,0.0,71.815,2.7640465083896117,0.0,-6689.0,-8.03,50-100,<7日
3147,backup_v3,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-7,709",停損,,v3,90天+6個持倉_全週期,76.0,20230809,3147,backup_v3,-10.793082886106141,0.0,76.035,-0.04603143289274227,0.0,-7709.0,-9.26,50-100,14-30日
2357,backup_v3,20230830,403.0,20230912,363.5,13,-10.24%,"NT$-8,516",停損,,v3,90天+6個持倉_全週期,403.0,20230830,2357,backup_v3,-7.837889671525211,0.0,387.9,3.892755864913643,0.0,-8516.0,-10.24,300-500,7-14日
2645,backup_v3,20230816,111.5,20231016,102.0,61,-8.96%,"NT$-7,466",停損,,v3,90天+6個持倉_全週期,111.5,20230816,2645,backup_v3,-12.907431551499348,0.0,107.925,3.3124855223534886,0.0,-7466.0,-8.96,100-200,42-90日
1210,backup_v3,20230809,55.4,20231020,51.2,72,-8.02%,"NT$-6,686",停損,,v3,90天+6個持倉_全週期,55.4,20230809,1210,backup_v3,-5.06505001284821,0.0,57.505,-3.660551256412493,0.0,-6686.0,-8.02,50-100,42-90日
3362,backup_v3,20230809,134.0,20231107,141.0,90,+4.78%,"NT$+3,984",到期,,v3,90天+6個持倉_全週期,134.0,20230809,3362,backup_v3,-7.241837005574728,0.0,145.575,-7.95122788940408,0.0,3984.0,4.78,100-200,42-90日
2363,backup_v3,20231108,49.0,20231109,44.15,1,-10.34%,"NT$-8,616",停損,,v3,90天+6個持倉_全週期,49.0,20231108,2363,backup_v3,-5.254129702117369,0.0,51.73,-5.277401894451956,0.0,-8616.0,-10.34,<50,<7日
8081,backup_v3,20230816,226.5,20231114,269.0,90,+18.32%,"NT$+15,251",到期,,v3,90天+6個持倉_全週期,226.5,20230816,8081,backup_v3,-5.36972352140193,0.0,213.0,6.338028169014084,0.0,15251.0,18.32,200-300,42-90日
2211,backup_v3,20230823,68.4,20231121,75.8,90,+10.38%,"NT$+8,643",到期,,v3,90天+6個持倉_全週期,68.4,20230823,2211,backup_v3,-6.884422110552764,0.0,64.96,5.295566502463074,0.0,8643.0,10.38,50-100,42-90日
6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-7,858",停損,,v3,90天+6個持倉_全週期,305.0,20231206,6789,main,0.0,0.0,0.0,0.0,0.0,-7858.0,-9.46,300-500,7-14日
2233,backup_v3,20231108,141.0,20240112,131.0,65,-7.53%,"NT$-6,277",停損,,v3,90天+6個持倉_全週期,141.0,20231108,2233,backup_v3,-6.674065168470052,0.0,137.825,2.30364592780701,0.0,-6277.0,-7.53,100-200,42-90日
2347,backup_v3,20231108,68.8,20240206,71.5,90,+3.48%,"NT$+2,900",到期,,v3,90天+6個持倉_全週期,68.8,20231108,2347,backup_v3,-5.911713618304151,0.0,67.85,1.4001473839351555,0.0,2900.0,3.48,50-100,42-90日
6462,main,20240306,293.5,20240307,265.5,1,-9.98%,"NT$-8,303",停損,,v3,90天+6個持倉_全週期,293.5,20240306,6462,main,0.0,0.0,0.0,0.0,0.0,-8303.0,-9.98,200-300,<7日
2609,backup_v3,20240110,48.8,20240318,45.15,68,-7.92%,"NT$-6,601",停損,,v3,90天+6個持倉_全週期,48.8,20240110,2609,backup_v3,-6.147890267280289,0.0,51.4775,-5.201301539507556,0.0,-6601.0,-7.92,<50,42-90日
2382,backup_v3,20240110,218.0,20240409,287.0,90,+31.21%,"NT$+25,958",到期,,v3,90天+6個持倉_全週期,218.0,20240110,2382,backup_v3,-6.910193923052992,0.0,212.75,2.4676850763807283,0.0,25958.0,31.21,200-300,42-90日
2603,backup_v3,20240110,148.0,20240409,171.0,90,+15.10%,"NT$+12,576",到期,,v3,90天+6個持倉_全週期,148.0,20240110,2603,backup_v3,-8.614853046440661,0.0,147.275,0.492276353759969,0.0,12576.0,15.1,100-200,42-90日
3231,backup_v3,20240131,114.5,20240430,113.5,90,-1.32%,"NT$-1,095",到期,,v3,90天+6個持倉_全週期,114.5,20240131,3231,backup_v3,-10.114534649742525,0.0,104.705,9.354854113939163,0.0,-1095.0,-1.32,100-200,42-90日
2404,main,20240424,412.5,20240508,383.0,14,-7.59%,"NT$-6,305",停損,,v3,90天+6個持倉_全週期,412.5,20240424,2404,main,0.0,0.0,0.0,0.0,0.0,-6305.0,-7.59,300-500,7-14日
2739,backup_v3,20240508,73.4,20240513,64.6,5,-12.43%,"NT$-10,353",停損,,v3,90天+6個持倉_全週期,73.4,20240508,2739,backup_v3,-23.33748098990737,0.0,59.205,23.97601553922812,0.0,-10353.0,-12.43,50-100,<7日
2745,backup_v3,20240508,125.0,20240523,111.0,15,-11.64%,"NT$-9,692",停損,,v3,90天+6個持倉_全週期,125.0,20240508,2745,backup_v3,-20.956138315154327,0.0,107.625,16.144018583042975,0.0,-9692.0,-11.64,100-200,14-30日
1216,backup_v3,20240320,76.5,20240618,81.5,90,+6.09%,"NT$+5,074",到期,,v3,90天+6個持倉_全週期,76.5,20240320,1216,backup_v3,-5.178712175730784,0.0,76.435,0.08503957611041764,0.0,5074.0,6.09,50-100,42-90日
1503,backup_v3,20240320,242.5,20240618,270.0,90,+10.90%,"NT$+9,077",到期,,v3,90天+6個持倉_全週期,242.5,20240320,1503,backup_v3,-8.563855523066243,0.0,189.2,28.171247357293876,0.0,9077.0,10.9,200-300,42-90日
2545,backup_v3,20240508,60.5,20240628,55.9,51,-8.05%,"NT$-6,703",停損,,v3,90天+6個持倉_全週期,60.5,20240508,2545,backup_v3,-7.267120498050852,0.0,55.0025,9.995000227262402,0.0,-6703.0,-8.05,50-100,42-90日
2467,backup_v3,20240703,206.0,20240729,184.5,26,-10.88%,"NT$-9,045",停損,,v3,90天+6個持倉_全週期,206.0,20240703,2467,backup_v3,-5.27982527982528,0.0,145.375,41.70249355116079,0.0,-9045.0,-10.88,200-300,14-30日
3003,backup_v3,20240508,78.0,20240805,71.7,89,-8.52%,"NT$-7,094",停損,,v3,90天+6個持倉_全週期,78.0,20240508,3003,backup_v3,-5.452515051466304,0.0,72.745,7.223864183105361,0.0,-7094.0,-8.52,50-100,42-90日
6231,main,20240619,398.0,20240805,347.5,47,-13.13%,"NT$-10,938",停損,,v3,90天+6個持倉_全週期,398.0,20240619,6231,main,0.0,0.0,0.0,0.0,0.0,-10938.0,-13.13,300-500,42-90日
1615,backup_v3,20240626,69.3,20240805,60.8,40,-12.71%,"NT$-10,583",停損,,v3,90天+6個持倉_全週期,69.3,20240626,1615,backup_v3,-6.446991404011461,0.0,70.28,-1.3944223107569778,0.0,-10583.0,-12.71,50-100,30-42日
2548,backup_v3,20240731,166.5,20240805,148.0,5,-11.55%,"NT$-9,613",停損,,v3,90天+6個持倉_全週期,166.5,20240731,2548,backup_v3,-6.102253985706432,0.0,154.8,7.558139534883714,0.0,-9613.0,-11.55,100-200,<7日
2597,backup_v3,20240807,205.0,20240814,154.0,7,-25.32%,"NT$-21,052",停損,,v3,90天+6個持倉_全週期,205.0,20240807,2597,backup_v3,-5.515565952852258,0.0,202.725,1.1222098902454092,0.0,-21052.0,-25.32,200-300,<7日
4562,backup_v3,20240814,79.4,20240821,73.6,7,-7.75%,"NT$-6,456",停損,,v3,90天+6個持倉_全週期,79.4,20240814,4562,backup_v3,-9.803232607167956,0.0,63.84,24.3734335839599,0.0,-6456.0,-7.75,50-100,<7日
4420,backup_v3,20240807,63.4,20240916,55.2,40,-13.38%,"NT$-11,142",停損,,v3,90天+6個持倉_全週期,63.4,20240807,4420,backup_v3,-6.545852210592094,0.0,60.175,5.3593685085168286,0.0,-11142.0,-13.38,50-100,30-42日
1442,backup_v3,20240626,60.3,20240924,65.2,90,+7.68%,"NT$+6,403",到期,,v3,90天+6個持倉_全週期,60.3,20240626,1442,backup_v3,-7.337714954533177,0.0,61.535,-2.0069878930689846,0.0,6403.0,7.68,50-100,42-90日
6546,backup_v3,20240904,176.0,20241016,158.0,42,-10.67%,"NT$-8,876",停損,,v3,90天+6個持倉_全週期,176.0,20240904,6546,backup_v3,-10.239023563315817,0.0,175.8,0.11376564277587521,0.0,-8876.0,-10.67,100-200,30-42日
6629,backup_v3,20240807,121.0,20241105,129.0,90,+6.17%,"NT$+5,135",到期,,v3,90天+6個持倉_全週期,121.0,20240807,6629,backup_v3,-15.148413510747186,0.0,116.5,3.862660944206009,0.0,5135.0,6.17,100-200,42-90日
2250,backup_v3,20240814,94.4,20241112,95.1,90,+0.30%,NT$+249,到期,,v3,90天+6個持倉_全週期,94.4,20240814,2250,backup_v3,-5.30579181855002,0.0,92.395,2.1700308458250013,0.0,249.0,0.3,50-100,42-90日
2354,backup_v3,20241030,80.6,20241231,74.4,62,-8.13%,"NT$-6,776",停損,,v3,90天+6個持倉_全週期,80.6,20241030,2354,backup_v3,-6.437897754522479,0.0,68.45,17.750182615047468,0.0,-6776.0,-8.13,50-100,42-90日
2049,backup_v3,20241030,236.5,20250128,293.0,90,+23.45%,"NT$+19,492",到期,,v3,90天+6個持倉_全週期,236.5,20241030,2049,backup_v3,-5.091922791912206,0.0,233.05,1.4803690195237025,0.0,19492.0,23.45,200-300,42-90日
3563,main,20250312,569.0,20250327,523.0,15,-8.53%,"NT$-7,094",停損,,v3,90天+6個持倉_全週期,569.0,20250312,3563,main,0.0,0.0,0.0,0.0,0.0,-7094.0,-8.53,500+,14-30日
7722,main,20250326,724.0,20250331,630.0,5,-13.43%,"NT$-11,097",停損,,v3,90天+6個持倉_全週期,724.0,20250326,7722,main,0.0,0.0,0.0,0.0,0.0,-11097.0,-13.43,500+,<7日
2468,backup_v3,20250416,63.9,20250417,58.3,1,-9.21%,"NT$-7,670",停損,,v3,90天+6個持倉_全週期,63.9,20250416,2468,backup_v3,-10.486891385767791,0.0,52.095,22.660524042614455,0.0,-7670.0,-9.21,50-100,<7日
2466,backup_v3,20250423,108.5,20250428,93.5,5,-14.27%,"NT$-11,875",停損,,v3,90天+6個持倉_全週期,108.5,20250423,2466,backup_v3,-7.058068655758742,0.0,88.245,22.953141821066342,0.0,-11875.0,-14.27,100-200,<7日
6865,backup_v3,20250423,82.8,20250505,75.8,12,-8.90%,"NT$-7,414",停損,,v3,90天+6個持倉_全週期,82.8,20250423,6865,backup_v3,-5.991440798858773,0.0,70.45,17.53016323633782,0.0,-7414.0,-8.9,50-100,7-14日
4949,backup_v3,20250430,58.3,20250505,51.2,5,-12.62%,"NT$-10,515",停損,,v3,90天+6個持倉_全週期,58.3,20250430,4949,backup_v3,-12.173324306025728,0.0,41.2475,41.34189950906114,0.0,-10515.0,-12.62,50-100,<7日
6752,backup_v3,20250507,189.5,20250515,172.5,8,-9.41%,"NT$-7,842",停損,,v3,90天+6個持倉_全週期,189.5,20250507,6752,backup_v3,-12.705272255834055,0.0,152.85,23.97775596990514,0.0,-7842.0,-9.41,100-200,7-14日
6680,backup_v3,20250430,79.3,20250529,0.0,29,-100.44%,"NT$-83,673",停損,,v3,90天+6個持倉_全週期,79.3,20250430,6680,backup_v3,-6.480648064806481,0.0,75.625,4.859504132231401,0.0,-83673.0,-100.44,50-100,14-30日
1583,backup_v3,20250528,59.5,20250707,55.2,40,-7.67%,"NT$-6,389",停損,,v3,90天+6個持倉_全週期,59.5,20250528,1583,backup_v3,-5.084745762711865,0.0,59.595,-0.15940934642167776,0.0,-6389.0,-7.67,50-100,30-42日
6023,backup_v3,20250416,80.6,20250715,82.8,90,+2.29%,"NT$+1,905",到期,,v3,90天+6個持倉_全週期,80.6,20250416,6023,backup_v3,-8.583716623857596,0.0,80.82,-0.27220984904726414,0.0,1905.0,2.29,50-100,42-90日
2756,backup_v3,20250507,96.0,20250805,118.0,90,+22.47%,"NT$+18,711",到期,,v3,90天+6個持倉_全週期,96.0,20250507,2756,backup_v3,-5.159842961301178,0.0,85.95,11.692844677137867,0.0,18711.0,22.47,50-100,42-90日
3323,backup_v3,20251001,51.8,20251007,46.4,6,-10.87%,"NT$-9,053",停損,,v3,90天+6個持倉_全週期,51.8,20251001,3323,backup_v3,-5.3549269782684785,0.0,48.86,6.01719197707736,0.0,-9053.0,-10.87,50-100,<7日
5536,main,20250723,494.5,20251021,802.0,90,+61.74%,"NT$+51,365",到期,,v3,90天+6個持倉_全週期,494.5,20250723,5536,main,0.0,0.0,0.0,0.0,0.0,51365.0,61.74,300-500,42-90日
3528,backup_v3,20251008,74.4,20251114,68.2,37,-8.78%,"NT$-7,310",停損,,v3,90天+6個持倉_全週期,74.4,20251008,3528,backup_v3,-6.036602021305654,0.0,72.43,2.719867458235536,0.0,-7310.0,-8.78,50-100,30-42日
1504,backup_v3,20251001,104.5,20251117,96.6,47,-8.00%,"NT$-6,666",停損,,v3,90天+6個持倉_全週期,104.5,20251001,1504,backup_v3,-7.9603825524306835,0.0,86.18,21.25783244372243,0.0,-6666.0,-8.0,100-200,42-90日
